genre,artist_name,track_name,popularity,danceability,energy,tempo,valence,categoria_popularidade
Indie,The Killers,Bling (Confession Of A King),53,0.532,0.931,113.424,0.383,Popular
Indie,LP,Strange,54,0.378,0.666,79.797,0.247,Popular
Indie,Kings of Leon,Eyes On You,54,0.244,0.859,182.956,0.567,Popular
Indie,LP,Switchblade,54,0.519,0.419,130.213,0.264,Popular
Indie,Bazanji,Fake Friends,52,0.835,0.806,130.056,0.0795,Popular
Indie,Jung Seung Hwan,If It Is You,56,0.387,0.515,135.221,0.199,Popular
Indie,RAT BOY,LAIDBACK,57,0.487,0.97,89.928,0.815,Popular
Indie,Landon Austin,Armor,54,0.528,0.684,155.947,0.31,Popular
Indie,Sara Farell,Issues - Acoustic,63,0.627,0.307,104.669,0.471,Popular
Indie,Napkey,Le chat,60,0.727,0.64,117.966,0.584,Popular
Indie,Shura,Touch,55,0.731,0.662,89.927,0.432,Popular
Indie,This Band,'Di Na Babalik,69,0.571,0.469,136.028,0.253,Muito Popular
Indie,No Party For Cao Dong,還願,61,0.502,0.202,109.111,0.158,Popular
Indie,LP,Night Like This,53,0.667,0.489,116.95,0.155,Popular
Indie,The Night Café,Mixed Signals,56,0.427,0.813,161.947,0.434,Popular
Indie,Mokita,With You,55,0.648,0.607,154.901,0.356,Popular
Indie,Grace Grundy,Fresh Eyes,61,0.405,0.318,199.998,0.576,Popular
Indie,The Killers,Losing Touch,51,0.535,0.842,117.966,0.414,Popular
Indie,Pulp,Babies,61,0.307,0.839,156.268,0.61,Popular
Indie,Ceaese,Damelo,68,0.687,0.754,166.156,0.416,Muito Popular
Indie,Didirri,Blind You,58,0.581,0.149,117.329,0.281,Popular
Indie,Bumkey,When I Saw You,58,0.564,0.522,84.951,0.21,Popular
Indie,Jutes,Devil,52,0.627,0.728,164.026,0.688,Popular
Indie,Busby Marou,Sound of Summer,57,0.472,0.789,104.277,0.445,Popular
Indie,Bea Miller,to the grave,51,0.389,0.749,176.028,0.353,Popular
Indie,Parade of Lights,Tangled Up,51,0.529,0.675,127.905,0.348,Popular
Indie,Landon Austin,Hide Away - Acoustic Version,58,0.396,0.292,95.16,0.316,Popular
Indie,Slowdive,Star Roving,55,0.326,0.932,143.927,0.397,Popular
Indie,Her,Union,59,0.743,0.371,125.029,0.476,Popular
Indie,Phum Viphurit,Strangers in a Dream,52,0.804,0.672,120.003,0.577,Popular
Indie,Mammal Hands,Refuge,51,0.361,0.285,119.583,0.0486,Popular
Indie,Adhitia Sofyan,8 Tahun,60,0.616,0.265,101.86,0.194,Popular
Indie,Bazanji,Runnin',52,0.775,0.673,147.95,0.191,Popular
Indie,Bazanji,Bow Down (feat. Just Juice),53,0.759,0.873,140.059,0.18,Popular
Indie,Gang of Youths,Magnolia,60,0.429,0.665,92.33,0.321,Popular
Indie,Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,62,0.519,0.342,143.819,0.425,Popular
Indie,K.Will,Please don’t…,53,0.698,0.694,94.998,0.489,Popular
Indie,Flatpocket,Galaxy Girl,52,0.803,0.553,93.199,0.657,Popular
Indie,Armi Millare,"Kapit - From ""Alone / Together""",68,0.586,0.323,88.876,0.428,Muito Popular
Indie,Eddy Kim,You are so beautiful,57,0.491,0.553,151.736,0.519,Popular
Indie,Paul Rey,Company (feat. Molly Hammar),62,0.48,0.162,75.301,0.0949,Popular
Indie,Bryde,To Be Brave,51,0.403,0.401,127.592,0.0702,Popular
Indie,Landon Austin,What Do You Mean / Where Are Ü Now (Acoustic Mashup) [feat. Kaya May],58,0.589,0.271,122.946,0.382,Popular
Indie,Mi Sobrino Memo,Piel Canela,59,0.734,0.697,120.04,0.58,Popular
Indie,Kings of Leon,Pony Up,51,0.309,0.879,79.171,0.735,Popular
Indie,Portugal. The Man,Feel It Still - Recorded at Spotify Studios NYC,54,0.746,0.511,158.007,0.865,Popular
Indie,The Jungle Giants,Bad Dream,57,0.686,0.579,135.006,0.319,Popular
Indie,John Smith,Save My Life - Radio Edit,53,0.583,0.235,137.829,0.368,Popular
Indie,DOPE LEMON,Uptown Folks,53,0.475,0.824,117.239,0.408,Popular
Indie,Allie X,Girl of the Year,51,0.563,0.934,109.046,0.419,Popular
Indie,Travis Atreo,All I Ask,55,0.375,0.264,77.392,0.29,Popular
Indie,Cody Simpson,New Crowned King,61,0.536,0.353,91.45,0.48,Popular
Indie,Holy Holy,Sentimental and Monday,56,0.364,0.688,132.787,0.211,Popular
Indie,Bazanji,The Runway,54,0.8,0.726,138.025,0.317,Popular
Indie,San Cisco,When I Dream,59,0.666,0.827,122.979,0.899,Popular
Indie,LP,Up Against Me,53,0.744,0.763,117.036,0.622,Popular
Indie,The Killers,Here With Me,52,0.501,0.731,135.97,0.113,Popular
Indie,Allie X,Downtown,52,0.64,0.511,95.972,0.12,Popular
Indie,Gavin Mikhail,Bad Liar (Acoustic),55,0.474,0.26,100.576,0.367,Popular
Indie,Guo Ding,水星記,52,0.539,0.35,134.01,0.191,Popular
Indie,The xx,Lips,55,0.523,0.591,173.94,0.195,Popular
Indie,Arcade Fire,We Exist,51,0.567,0.506,116.392,0.358,Popular
Indie,The Killers,Life To Come,54,0.473,0.854,107.977,0.318,Popular
Indie,Agar Agar,You're High,60,0.613,0.634,107.009,0.496,Popular
Indie,The Killers,Uncle Jonny,52,0.262,0.905,173.781,0.379,Popular
Indie,Camélia Jordana,Moi c'est,53,0.862,0.409,135.013,0.8,Popular
Indie,Vera Blue,Give In,54,0.566,0.596,81.961,0.295,Popular
Indie,Nyxen,Chains,53,0.668,0.745,116.997,0.27,Popular
Indie,Win and Woo,Burn Fast (Win & Woo Remix),53,0.761,0.654,104.972,0.573,Popular
Indie,Golden Features,Woodcut (feat. Rromarin),52,0.774,0.667,120.03,0.337,Popular
Indie,Maygen Lacey,Hallelujah,54,0.458,0.102,144.031,0.306,Popular
Indie,Kurt Hugo Schneider,Who You Are,54,0.533,0.363,135.956,0.198,Popular
Indie,LP,One Night in the Sun,52,0.525,0.646,125.042,0.203,Popular
Indie,Arctic Monkeys,"- - Recorded at Electric Lady Studios, New York",54,0.395,0.0377,82.977,0.243,Popular
Indie,The Mayries,Heaven Is a Place on Earth,55,0.634,0.176,107.873,0.336,Popular
Indie,Skegss,Got On My Skateboard,55,0.498,0.962,78.681,0.673,Popular
Indie,Easy Life,Temporary Love Part 1,54,0.526,0.727,163.931,0.319,Popular
Indie,Cymande,Brothers On The Slide,57,0.789,0.602,109.923,0.804,Popular
Indie,Justin Stone,Steal Your Heart (feat. Glenn Travis),51,0.493,0.594,75.023,0.491,Popular
Indie,Zak Downtown,Zones,55,0.66,0.846,162.943,0.804,Popular
Indie,DIVINE,Farak,51,0.712,0.692,95.025,0.326,Popular
Indie,The Jesus and Mary Chain,Amputation,57,0.535,0.835,120.009,0.23,Popular
Indie,GoldFish,It Was You (With Zeeba),56,0.704,0.506,77.012,0.456,Popular
Indie,Lily & Madeleine,Just Do It,52,0.605,0.731,92.483,0.412,Popular
Jazz,"Earth, Wind & Fire",September,79,0.697,0.809,125.941,0.98,Muito Popular
Jazz,Leslie Odom Jr.,Alexander Hamilton,72,0.609,0.435,131.998,0.563,Muito Popular
Jazz,Leslie Odom Jr.,Wait for It,69,0.561,0.474,86.897,0.513,Muito Popular
Jazz,McCoy Tyner,When Sunny Gets Blue,67,0.569,0.117,60.483,0.101,Muito Popular
Jazz,Louis Armstrong,What A Wonderful World - Single Version,66,0.271,0.165,77.082,0.203,Muito Popular
Jazz,Duke Ellington,In A Sentimental Mood,68,0.464,0.305,108.231,0.282,Muito Popular
Jazz,Leslie Odom Jr.,Dear Theodosia,67,0.601,0.222,106.754,0.271,Muito Popular
Jazz,Miles Davis,Blue in Green,68,0.421,0.0161,110.926,0.16,Muito Popular
Jazz,Caravan Palace,Lone Digger,61,0.769,0.924,123.989,0.88,Popular
Jazz,Louis Armstrong,La vie en rose - Single Version,69,0.507,0.0779,70.808,0.326,Muito Popular
Jazz,Duke Ellington,My Little Brown Book,65,0.372,0.187,70.334,0.217,Muito Popular
Jazz,Bill Evans,Gary's Theme - 2003 Remastered Version,66,0.42,0.0802,122.041,0.0541,Muito Popular
Jazz,Chet Baker,Polka Dots And Moonbeams,65,0.476,0.19,109.795,0.249,Muito Popular
Jazz,Oscar Peterson Trio,I Got It Bad And That Ain't Good,65,0.515,0.0551,50.658,0.176,Muito Popular
Jazz,Fred Hersch Trio,Infant Eyes,66,0.429,0.118,112.864,0.172,Muito Popular
Jazz,Bill Evans,Skating In Central Park,65,0.478,0.0294,124.307,0.148,Muito Popular
Jazz,Charles Mingus,Goodbye Pork Pie Hat,64,0.356,0.0937,86.669,0.278,Popular
Jazz,"Grover Washington, Jr.",Just the Two of Us (feat. Bill Withers),64,0.803,0.488,95.771,0.624,Popular
Jazz,Eddie Henderson,After You've Gone,63,0.382,0.158,46.95,0.314,Popular
Jazz,Chet Baker,I Fall In Love Too Easily - Vocal Version,65,0.532,0.0657,128.607,0.292,Muito Popular
Jazz,Caravan Palace,Miracle,58,0.708,0.881,99.988,0.527,Popular
Jazz,Stan Getz,A Nightingale Sang In Berkeley Square,64,0.427,0.0467,93.828,0.247,Popular
Jazz,Leslie Odom Jr.,The World Was Wide Enough,62,0.653,0.351,116.605,0.309,Popular
Jazz,Wes Montgomery,In Your Own Sweet Way,57,0.62,0.104,119.381,0.0985,Popular
Jazz,Caravan Palace,Wonderland,57,0.772,0.796,104.013,0.499,Popular
Jazz,Andy Williams,It's the Most Wonderful Time of the Year,68,0.24,0.598,202.082,0.776,Muito Popular
Jazz,Joe Lovano,Seeds Of Change,62,0.336,0.0452,87.25,0.219,Popular
Jazz,Oscar D'León,Lloraras,69,0.708,0.709,96.046,0.962,Muito Popular
Jazz,Joe Corfield,Wildflower,64,0.67,0.139,91.054,0.658,Popular
Jazz,Scott Hamilton,Young and Foolish,63,0.456,0.276,103.335,0.157,Popular
Jazz,Bill Charlap,The Nearness Of You,61,0.383,0.131,98.606,0.101,Popular
Jazz,L'Indécis,Soulful,65,0.53,0.338,173.737,0.111,Muito Popular
Jazz,B0nds,park closes at dusk,61,0.48,0.531,159.805,0.341,Popular
Jazz,Nat King Cole,L-O-V-E,65,0.425,0.373,78.225,0.663,Muito Popular
Jazz,Dexter Gordon,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,61,0.524,0.222,120.71,0.325,Popular
Jazz,FloFilz,Dulce,64,0.84,0.425,92.97,0.539,Popular
Jazz,Tord Gustavsen Trio,Curves,63,0.515,0.0283,100.598,0.0886,Popular
Jazz,Axian,If I Ever Build a House,63,0.558,0.505,56.705,0.688,Popular
Jazz,Bill Evans,Peace Piece,61,0.464,0.0266,132.973,0.0659,Popular
Jazz,Flughand,Feblu,64,0.769,0.277,80.951,0.641,Popular
Jazz,Karin Hammar,Uphill,61,0.427,0.0445,117.815,0.153,Popular
Jazz,digitalluc,003,62,0.691,0.296,84.922,0.399,Popular
Jazz,Paolo Fresu,The Silence of Your Heart,62,0.439,0.0554,101.015,0.178,Popular
Jazz,Gene Ammons,My Romance,55,0.464,0.0059,95.18,0.297,Popular
Jazz,KLIM,Water World,57,0.53,0.121,79.999,0.433,Popular
Jazz,Tommy Flanagan,Angel Eyes - Studio,59,0.487,0.145,110.134,0.142,Popular
Jazz,Wayne Shorter,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,59,0.34,0.0837,138.689,0.119,Popular
Jazz,Massimo Faraò Trio,Easy Living,61,0.523,0.188,112.092,0.0744,Popular
Jazz,Bill Evans Trio,My Foolish Heart,62,0.395,0.121,114.519,0.139,Popular
Jazz,Miles Davis,So What,62,0.517,0.151,136.356,0.21,Popular
Jazz,Thelonious Monk,'Round Midnight,59,0.542,0.32,116.648,0.206,Popular
Jazz,leaf beach,Analog,61,0.746,0.371,174.256,0.488,Popular
Jazz,Aaron Goldberg,When You Are Near,63,0.409,0.0777,106.333,0.088,Popular
Jazz,John Coltrane,My One And Only Love,55,0.461,0.0546,128.91,0.23,Popular
Jazz,Trygve Seim,Ciaccona per Embrik,60,0.302,0.0166,69.904,0.235,Popular
Jazz,Chet Baker,It's Always You - Vocal Version,62,0.499,0.0341,81.735,0.31,Popular
Jazz,Renee Rosnes,The Winter of My Discontent,61,0.487,0.259,111.218,0.108,Popular
Jazz,Nat King Cole,The Christmas Song (Merry Christmas To You),62,0.319,0.21,78.696,0.209,Popular
Jazz,BluntOne,Loved Ones,57,0.811,0.181,38.498,0.469,Popular
Jazz,Puerto Rican Power,Tu Cariñito,68,0.691,0.873,93.685,0.916,Muito Popular
Jazz,Duke Ellington,Haupe,59,0.415,0.0187,111.42,0.14,Popular
Jazz,Louis Armstrong,A Kiss To Build A Dream On - Single Version,62,0.736,0.0995,88.056,0.373,Popular
Jazz,Art Pepper,You Go To My Head,59,0.575,0.0935,65.23,0.301,Popular
Jazz,Scott Hamilton,Stockholm Sweetnin',63,0.609,0.299,120.074,0.305,Popular
Jazz,Celia Cruz,La Vida Es Un Carnaval,66,0.81,0.703,104.051,0.869,Muito Popular
Jazz,The Emotions,Best of My Love,67,0.784,0.713,115.443,0.97,Muito Popular
Jazz,John Coltrane,Time After Time,54,0.58,0.162,91.207,0.365,Popular
Jazz,Nat King Cole,Joy To The World,60,0.553,0.337,101.918,0.662,Popular
Jazz,Brooklyn Funk Essentials,No Strings,53,0.872,0.464,108.034,0.913,Popular
Jazz,Sonny Rollins,God Bless the Child,59,0.48,0.0685,102.546,0.142,Popular
Jazz,Emancipator,Greenland,60,0.593,0.398,98.728,0.0989,Popular
Jazz,Parov Stelar,Booty Swing,64,0.85,0.669,112.966,0.914,Popular
Jazz,Charles Lloyd & The Marvels,Ballad Of The Sad Young Men,60,0.474,0.112,106.514,0.116,Popular
Jazz,Stan Getz,The Girl From Ipanema,63,0.658,0.138,129.472,0.398,Popular
Jazz,Joey Alexander,Draw Me Nearer,54,0.698,0.214,121.769,0.172,Popular
Jazz,The Dave Brubeck Quartet,Take Five,64,0.454,0.26,174.322,0.598,Popular
Jazz,Kelsea Ballerini,Love Me Like You Mean It,58,0.645,0.84,151.94,0.805,Popular
Jazz,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,64,0.452,0.24,134.005,0.701,Popular
Jazz,Axian,Ancestry,60,0.563,0.443,75.459,0.247,Popular
Jazz,Keith Jarrett,Pretty Ballad,59,0.404,0.0602,106.82,0.168,Popular
Jazz,Paul Desmond,Autumn Leaves,56,0.34,0.359,187.139,0.599,Popular
Jazz,European Jazz Trio,Sad Tune,59,0.518,0.0493,61.908,0.16,Popular
Jazz,Omaure,Airtime,57,0.634,0.65,177.874,0.774,Popular
Jazz,Stan Getz,Corcovado,62,0.517,0.0854,126.854,0.391,Popular
Jazz,Nat King Cole,Unforgettable,60,0.345,0.189,89.407,0.232,Popular
Jazz,Mono:Massive,Attila,61,0.814,0.326,87.026,0.606,Popular
Jazz,Bobby Darin,Beyond the Sea,65,0.521,0.516,136.483,0.569,Muito Popular
Jazz,Oliver Nelson,Stolen Moments,57,0.584,0.182,115.591,0.347,Popular
Jazz,Birocratic,Shakedown,63,0.598,0.674,169.864,0.528,Popular
Jazz,Emancipator,Nevergreen,61,0.523,0.411,170.935,0.236,Popular
Jazz,Dramadigs,Schehmetmoll,56,0.903,0.253,85.018,0.693,Popular
Jazz,Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered,63,0.612,0.144,128.629,0.343,Popular
Jazz,Roberta Flack,Killing Me Softly with His Song,73,0.477,0.381,121.568,0.329,Muito Popular
Jazz,John Coltrane,Naima,60,0.303,0.0141,171.439,0.157,Popular
Jazz,Louis Armstrong,Summertime,63,0.152,0.0882,65.923,0.121,Popular
Jazz,goosetaf,Dippin' Dots,61,0.79,0.487,138.042,0.131,Popular
Jazz,Wayne Shorter,Virgo - Remastered 2004,55,0.447,0.13,106.607,0.178,Popular
Jazz,Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),64,0.725,0.276,112.89,0.717,Popular
Jazz,Average White Band,Pick Up The Pieces,56,0.768,0.853,107.234,0.889,Popular
Jazz,Bill Evans,I Hear A Rhapsody,57,0.384,0.036,172.997,0.116,Popular
Jazz,Flitz&Suppe,About The Distance,60,0.688,0.177,79.994,0.316,Popular
Jazz,Roy Hargrove,Trust,58,0.399,0.307,116.308,0.0659,Popular
Jazz,Dean Martin,Ain't That A Kick In The Head,58,0.586,0.253,108.168,0.718,Popular
Jazz,Tommy Flanagan,Naima,58,0.437,0.0375,117.153,0.126,Popular
Jazz,Judy Garland,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",56,0.273,0.161,64.16,0.111,Popular
Jazz,Herbie Hancock,Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition,62,0.515,0.583,116.134,0.415,Popular
Jazz,Julie London,I'm In The Mood For Love,63,0.581,0.0543,124.185,0.175,Popular
Jazz,Eartha Kitt,Santa Baby,58,0.704,0.103,84.511,0.469,Popular
Jazz,Melodiesinfonie,Tokyo,62,0.638,0.482,120.099,0.229,Popular
Jazz,Rolf Kühn,What Are You Doing the Rest of Your Life?,58,0.49,0.114,97.158,0.15,Popular
Jazz,Gerry Mulligan,Lullaby Of The Leaves - 1998 Digital Remaster,59,0.439,0.082,124.69,0.492,Popular
Jazz,"Earth, Wind & Fire",Fantasy,67,0.666,0.714,89.018,0.69,Muito Popular
Jazz,Nat King Cole,Smile,60,0.226,0.136,79.37,0.263,Popular
Jazz,Buena Vista Social Club,Chan Chan,68,0.506,0.433,83.222,0.641,Muito Popular
Jazz,The Meters,Cissy Strut,62,0.53,0.811,176.142,0.708,Popular
Jazz,The Brothers Johnson,Strawberry Letter 23,65,0.731,0.617,90.94,0.765,Muito Popular
Jazz,digitalluc,Float,61,0.713,0.257,85.072,0.382,Popular
Jazz,Flughand,Hylla,57,0.613,0.142,85.995,0.472,Popular
Jazz,Scott Hamilton,The Shadow of Your Smile,60,0.487,0.135,105.854,0.24,Popular
Jazz,Stan Getz,Who Could Care?,58,0.322,0.046,87.089,0.111,Popular
Jazz,Farnell Newton,St. Johns Bridge,59,0.533,0.503,84.043,0.349,Popular
Jazz,Miles Davis,Flamenco Sketches,58,0.349,0.0219,177.92,0.224,Popular
Jazz,Bill Evans Trio,My Foolish Heart - Live,54,0.392,0.13,115.285,0.125,Popular
Jazz,Emil Brandqvist Trio,I Miss You,58,0.446,0.188,107.147,0.0988,Popular
Jazz,Handbook,End Credits,60,0.612,0.495,84.927,0.351,Popular
Jazz,Stan Forebee,Perfect Your Own,60,0.655,0.318,85.99,0.592,Popular
Jazz,Flitz&Suppe,OdeToYou,59,0.673,0.356,81.008,0.145,Popular
Jazz,George Benson,Breezin' - Remastered,58,0.682,0.752,81.081,0.964,Popular
Jazz,Glenn Miller,In the Mood,61,0.645,0.398,82.768,0.705,Popular
Jazz,Fredrik Kronkvist,Theme for Ernie,58,0.445,0.144,138.898,0.206,Popular
Jazz,Benny Goodman,"Sing, Sing, Sing",57,0.62,0.67,113.492,0.295,Popular
Jazz,Keith Jarrett,Interlude No. 3,55,0.511,0.00211,107.949,0.255,Popular
Jazz,Dean Martin,That's Amore,56,0.471,0.146,78.554,0.595,Popular
Jazz,tusken.,Marbles,58,0.548,0.299,78.156,0.289,Popular
Jazz,Wilczynski,Cafe Microphone,58,0.805,0.506,84.002,0.249,Popular
Jazz,Mulgrew Miller,It Never Entered My Mind,58,0.446,0.22,110.368,0.227,Popular
Jazz,Chet Baker,My Funny Valentine,60,0.438,0.00756,133.32,0.277,Popular
Jazz,Stan Getz,Misty,51,0.328,0.0421,52.793,0.179,Popular
Jazz,Keem the Cipher,Blossom.,59,0.794,0.266,82.153,0.263,Popular
Jazz,leaf beach,Solitude,62,0.844,0.521,87.998,0.118,Popular
Jazz,Herbie Hancock,Watermelon Man,57,0.724,0.414,146.939,0.719,Popular
Jazz,Susannah McCorkle,A Beautiful Friendship,60,0.614,0.0895,109.494,0.32,Popular
Jazz,Yes,Roundabout - Remastered Version,65,0.41,0.761,132.889,0.391,Muito Popular
Jazz,Hydrogenii,How High - Remix Instrumental,53,0.801,0.599,88.992,0.963,Popular
Jazz,Guru Griff,Cloudy,58,0.689,0.226,171.979,0.362,Popular
Jazz,Bill Evans,Blue In Green (Take 3),59,0.376,0.111,63.963,0.107,Popular
Jazz,Nat King Cole,Orange Colored Sky,57,0.535,0.24,128.547,0.49,Popular
Jazz,Bill Evans,Lucky To Be Me,56,0.484,0.021,101.396,0.117,Popular
Jazz,KOKOROKO,Abusey Junction,51,0.703,0.349,83.152,0.372,Popular
Jazz,Omaure,Down Under,56,0.647,0.198,80.01,0.272,Popular
Jazz,"Earth, Wind & Fire",Shining Star,59,0.676,0.692,102.516,0.799,Popular
Jazz,Mr. Käfer,Hidden Voice,59,0.519,0.392,86.123,0.253,Popular
Jazz,Kelsea Ballerini,Miss Me More - Recorded at Sound Stage Studios Nashville,55,0.683,0.676,96.044,0.643,Popular
Jazz,Emancipator,Natural Cause,55,0.553,0.602,170.02,0.28,Popular
Jazz,Lee Morgan,I Remember Clifford,56,0.368,0.14,61.758,0.172,Popular
Jazz,DRWN.,seraphin I,59,0.761,0.242,82.028,0.334,Popular
Jazz,Bugseed,chapter,58,0.399,0.524,176.675,0.0332,Popular
Jazz,George Benson,Nothing's Gonna Change My Love for You,64,0.553,0.614,136.628,0.345,Popular
Jazz,Chet Baker,I Get Along Without You Very Well (Except Sometimes),57,0.442,0.033,103.34,0.21,Popular
Jazz,Heatwave,Always and Forever,57,0.338,0.175,152.604,0.201,Popular
Jazz,Caravan Palace,Aftermath,51,0.613,0.631,140.002,0.388,Popular
Jazz,Esbjörn Svensson Trio,Where We Used To Live,51,0.421,0.0867,95.438,0.07,Popular
Jazz,Willie Colón,Talento De Televisión,68,0.779,0.796,104.947,0.938,Muito Popular
Jazz,Mujo,Sunset,56,0.563,0.148,83.935,0.594,Popular
Jazz,Diana Krall,Let's Fall In Love,62,0.617,0.16,124.433,0.466,Popular
Jazz,Birocratic,Belly Breathing,59,0.687,0.462,89.0,0.524,Popular
Jazz,Marcus Miller,For the Love of Freedom,57,0.538,0.0687,103.808,0.132,Popular
Jazz,Paul Desmond,Emily,55,0.381,0.0233,62.031,0.147,Popular
Jazz,Keith Jarrett,So Tender,59,0.373,0.302,86.925,0.35,Popular
Jazz,Melodiesinfonie,Wanderlust,59,0.616,0.681,83.917,0.466,Popular
Jazz,Stanley Turrentine,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,57,0.505,0.159,59.385,0.196,Popular
Jazz,Scott Hamilton,Dear Old Stockholm,54,0.576,0.211,133.588,0.29,Popular
Jazz,Andy Sheppard Quartet,Romaria,57,0.38,0.054,134.176,0.181,Popular
Jazz,Miles Davis,Stella By Starlight,55,0.485,0.144,86.143,0.246,Popular
Jazz,Scott Hamilton,Bésame Mucho (Live),60,0.597,0.471,123.177,0.575,Popular
Jazz,Louis Armstrong,La Vie En Rose - Single Version,53,0.568,0.122,70.775,0.325,Popular
Jazz,Dean Martin,Everybody Loves Somebody,61,0.26,0.49,80.599,0.399,Popular
Jazz,Dean Martin,Silver Bells,58,0.273,0.259,97.085,0.604,Popular
Jazz,Diana Krall,The Look Of Love,63,0.58,0.299,93.037,0.364,Popular
Jazz,Andy Williams,"Moon River (From ""Breakfast at Tiffany's"")",64,0.281,0.212,95.555,0.195,Popular
Jazz,Dean Martin,That's Amore - 1996 Digital Remaster,61,0.505,0.155,79.221,0.463,Popular
Jazz,Ol' Burger Beats,Set It,59,0.512,0.315,122.028,0.215,Popular
Jazz,Chico Hamilton,What Is There To Say,53,0.498,0.0187,102.422,0.0877,Popular
Jazz,John Coltrane,I'll Wait And Pray,56,0.475,0.0588,115.642,0.241,Popular
Jazz,Scott Hamilton,Good Morning Heartache,56,0.526,0.17,117.414,0.18,Popular
Jazz,dude26,Nehslyg,56,0.762,0.286,168.064,0.592,Popular
Jazz,Brian Blade & The Fellowship Band,Landmarks,57,0.384,0.13,105.198,0.12,Popular
Jazz,Flitz&Suppe,Mutiny,57,0.726,0.348,127.994,0.656,Popular
Jazz,Aldo Romano,Song for Ellis,56,0.401,0.209,72.415,0.075,Popular
Jazz,Trio X of Sweden,Atonement,56,0.578,0.0801,105.706,0.0747,Popular
Jazz,ØDYSSEE,Fallin' in Love,59,0.593,0.532,91.476,0.695,Popular
Jazz,Jan Johansson,One for my baby,55,0.58,0.083,64.696,0.157,Popular
Jazz,Patti Austin,"Baby, Come To Me",65,0.631,0.503,90.205,0.699,Muito Popular
Jazz,Stan Getz,Desafinado,59,0.492,0.139,141.909,0.381,Popular
Jazz,Eyolf Dale,Taplow,56,0.333,0.0794,96.666,0.0568,Popular
Jazz,Ella Fitzgerald,Into Each Life Some Rain Must Fall,52,0.532,0.121,132.286,0.453,Popular
Jazz,Tony Bennett,Winter Wonderland,61,0.452,0.366,115.006,0.629,Popular
Jazz,Joachim Kühn,Love and Peace,55,0.445,0.216,109.969,0.237,Popular
Jazz,"Earth, Wind & Fire",After the Love Has Gone,63,0.424,0.443,131.675,0.391,Popular
Jazz,Kenny Garrett,Before It's Time to Say Goodbye,56,0.364,0.114,117.715,0.0575,Popular
Jazz,Enrico Pieranunzi,Romance / Hommage à Milhaud,56,0.428,0.187,108.962,0.186,Popular
Jazz,Funkadelic,Can You Get To That,61,0.689,0.83,140.732,0.815,Popular
Jazz,The Cancel,Early,57,0.768,0.165,77.992,0.271,Popular
Jazz,John Coltrane,Blue Train - Remastered 2003,58,0.506,0.493,134.77,0.584,Popular
Jazz,"Harry Connick, Jr.",It Had to Be You (Big Band and Vocals),58,0.543,0.284,125.558,0.409,Popular
Jazz,Omaure,Tasty,57,0.715,0.285,83.017,0.513,Popular
Jazz,Diana Krall,Night And Day,64,0.49,0.121,103.683,0.256,Popular
Jazz,Kelsea Ballerini,Get over Yourself,54,0.523,0.787,84.072,0.505,Popular
Jazz,leaf beach,City Lights,59,0.725,0.339,85.001,0.189,Popular
Jazz,Thelonious Monk,Bye-Ya,57,0.521,0.403,98.008,0.626,Popular
Jazz,Horace Silver,Song For My Father,57,0.742,0.671,127.359,0.591,Popular
Jazz,Nat King Cole,When I Fall in Love,58,0.243,0.171,126.599,0.0897,Popular
Jazz,Bud Powell,Polka Dots And Moonbeams - Rudy Van Gelder/24 Bit Mastering/1998 Digital Remaster,54,0.552,0.171,102.4,0.152,Popular
Jazz,Joshua Redman,The Nearness of You,55,0.447,0.163,74.933,0.197,Popular
Jazz,Wynton Kelly,Portrait of Jenny,54,0.42,0.136,178.975,0.228,Popular
Jazz,Herring Franky,Turn Me On,57,0.933,0.106,94.011,0.846,Popular
Jazz,Otesla,Gardens,58,0.747,0.339,90.041,0.409,Popular
Jazz,goosetaf,Waltz,53,0.762,0.188,87.082,0.587,Popular
Jazz,Bootsy Collins,I'd Rather Be With You,56,0.477,0.566,167.907,0.778,Popular
Jazz,DRWN.,nightshift (red wine and cigs),56,0.729,0.197,140.057,0.421,Popular
Jazz,Freddie Hubbard,The Things We Did Last Summer,57,0.308,0.114,79.261,0.163,Popular
Jazz,Yuri Honing Acoustic Quartet,After All,56,0.433,0.217,105.96,0.179,Popular
Jazz,Oscar Peterson,Stormy Weather,57,0.6,0.177,120.03,0.56,Popular
Jazz,Jerry Vale,Mala Femmina,60,0.176,0.29,79.47,0.183,Popular
Jazz,Emancipator,Goodness,55,0.71,0.768,89.871,0.597,Popular
Jazz,Bobo Stenson Trio,Canción Contra La Indecisión,51,0.59,0.144,125.065,0.389,Popular
Jazz,Jon Batiste,Ohio,54,0.425,0.204,122.093,0.121,Popular
Jazz,Duke Ellington,"Take the ""A"" Train",52,0.479,0.318,94.036,0.575,Popular
